 #header line: GPU processors,avg,error_bar,run1,run2,run3
 1,2572.82987497667,3.53128437500004,2570.4744935,2570.47806918,2577.53706225
 12,2583.74927197333,8.1614265799999,2591.42530787,2584.72005334,2575.10245471
 24,2727.73674424333,51.00837817,2780.09229509,2678.07553875,2725.04239889
 48,3070.30495911667,2.79893900000002,3073.26142896,3067.66355096,3069.98989743
