#header line: avg,error_bar,run1,run2,run3
 1, , ,2577.39961364  ,  2577.74219007  , 2580.99169754  
 4,  , , 643.92617530  ,  646.63852659  ,  643.83402683  
 8,  , , 334.65523038  ,  324.44131982  ,  323.63154547  
 12,  , ,216.59731985  ,  216.81249854  ,  215.98814765  
 16,  , ,165.47146808  ,  163.84918155  ,  169.90742520  
 20,  , ,137.18413562  ,  132.45997352  ,  139.11701717  
 24,  , ,111.94803839  ,  112.05925377  ,  111.54247012  
 28,  , ,105.37872709  ,  103.50028796  ,  105.00365924  
 32,  , ,92.29989019  ,  91.92632676  ,  92.83458541  
 36,  , ,84.84018373  ,  85.24805550  ,  83.43685325  
 40,  , ,78.45024001  ,  80.39874989  ,  80.51224253  
 44,  , ,73.95369742  ,  69.55698240  ,  69.88804323  
 48,  , ,65.14265865  ,  64.77530934  ,  64.50761519  
